instance,pcm_intensity,pcm_loudness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,lspFreq_0,lspFreq_1,lspFreq_2,lspFreq_3,lspFreq_4,lspFreq_5,lspFreq_6,lspFreq_7,pcm_zcr,voiceProb,F0,F0env,pcm_RMSenergy,class
128_movies_3,6.85639552394695E-006,1.3232027803,-9.5861437843,-12.5709687785,-4.163596599,-9.1362693561,-19.9453388454,-4.58280891,-18.2519788658,0.6224135947,7.1762966858,1.5040182092,4.8821784669,-2.3372698666,0.2513848933,0.4392223385,0.7175467305,1.0000881002,1.2414230629,1.3898131356,1.8179333556,2.601475334,0.0594859186,0.633883456,182.3271595989,172.973031277,6.85639552394695E-006,1
128_movies_4,6.90381712219286E-006,1.2591140883,-11.271821816,-10.6925368245,-6.9254942606,-1.2268442536,-17.8808022978,-8.1020957703,-14.8813007037,-1.6895751529,6.4862283153,2.7640100894,-1.7358348201,-5.14804004,0.2606633376,0.4343158516,0.7738659866,1.0036612137,1.2226226239,1.3728147274,1.7944993644,2.5857309679,0.0650333446,0.617739009,197.3996621495,189.3993822012,6.90381712219286E-006,0
128_movies_5,5.82850399235704E-006,1.2203925754,-8.4242463001,-12.1099062694,-8.2229182626,-8.2916082011,-17.6416593901,-2.5459579005,-18.2706566791,-3.2604406346,6.3815137212,3.3330893972,2.3904647631,-5.3783785259,0.2411707964,0.4212015408,0.729672433,0.9948377962,1.2394581823,1.3878737852,1.7983600614,2.5975261588,0.056828932,0.632834378,208.9677629333,202.6813184116,5.82850399235704E-006,0
128_movies_6,0.000007261,1.3292652821,-10.4969180513,-11.0193073058,-5.7561013126,-6.9284612126,-21.5293577233,-7.9277188667,-16.3320215753,-4.2539900414,9.6053633978,1.9613080503,0.7161432112,-4.4223808895,0.2496339508,0.4318391065,0.747764019,0.9855799923,1.2356628575,1.3884032487,1.7825331116,2.5908074785,0.0599038313,0.6447316492,200.1259692008,195.3964080914,0.000007261,0
129_movies_1,5.11113024455806E-006,1.1814290379,-10.1131159537,-15.0553536515,-6.7174554274,-3.9251683704,-20.4630376213,4.3223255773,-18.8145341206,-1.4319973371,5.5212498131,-3.6707385422,-0.5276557371,-4.6105978887,0.256667525,0.4243618617,0.7284226756,1.0065476449,1.2133913944,1.3963145446,1.8373984695,2.6073615665,0.0653871866,0.6356985692,198.892053139,193.3200933803,5.11113024455806E-006,1
129_movies_2,5.91935234432037E-006,1.2851861385,-9.895873692,-13.3652639415,-6.3621288648,-7.4900971511,-18.1514809023,-2.4428693651,-18.2437175435,-1.3132818319,5.3627888598,2.2279588664,1.7793663051,-4.5652169125,0.2551489036,0.4310172934,0.727702876,0.9991094715,1.2325731711,1.3897338765,1.8094119119,2.5906735779,0.0627365201,0.6167278474,192.5761670279,185.1039742915,5.91935234432037E-006,1
129_movies_3,5.6511416745782E-006,1.2540061215,-10.0714188222,-15.5050667441,-3.9855845896,-6.6011564547,-21.212684694,-5.5862195899,-19.0497598377,8.6944189557,6.1454351579,-0.6227382831,5.0761356844,-3.5710434339,0.2566087654,0.4295416262,0.7160611798,0.9839649886,1.230985536,1.379192274,1.828658646,2.599282948,0.0646473266,0.6206605204,185.9615252252,180.64641064,5.6511416745782E-006,1
129_movies_4,5.95570190308953E-006,1.2175258405,-9.3734419042,-16.0843365763,-7.1056395162,-7.3256795007,-18.134731986,-4.4257445179,-14.7214168071,3.3343369646,8.1825536175,-2.0527192462,-3.8891415531,-7.2016807701,0.2451448904,0.4050180617,0.7126036303,0.97200583,1.2158704408,1.3919103747,1.8429246226,2.6043407713,0.0550189953,0.6312739242,196.6792916667,186.9879229752,5.95570190308953E-006,0
129_movies_5,6.78476065735755E-006,1.2806781298,-9.1579676977,-12.1080601948,-6.2041944081,-7.8627741283,-25.175332541,-9.0370394178,-9.709848308,2.0417405939,3.0212863894,0.9808993428,-2.2292599505,-3.3711934827,0.2487502349,0.430296209,0.7339321934,1.0043890689,1.2230064264,1.3865919953,1.8081474481,2.5859688113,0.0558040688,0.6214217892,179.4646393701,163.4446890566,6.78476065735755E-006,1
129_movies_6,5.57280580218107E-006,1.2063695432,-9.0585602776,-8.3167455396,-6.4462917536,-7.6872782146,-16.263808276,-3.3590566543,-14.3751003264,-6.9156666394,4.4813711629,-0.3781858941,-0.1391829808,-3.9659764829,0.2395357933,0.439372453,0.7545236795,0.9900527584,1.2467199085,1.3909705331,1.7924041041,2.5935341987,0.0535133615,0.5804587423,189.608052439,201.8341730284,5.57280580218107E-006,0
130_makeup_1,2.4913141213359E-006,0.8181131089,1.0899569174,-3.0510710817,-5.018435265,-2.7109724146,-9.2559355046,-2.5720610683,3.7564615127,3.0510306827,13.3639030746,0.4419551738,-16.1239971178,-1.175746334,0.1998929849,0.4515951739,0.7423406527,1.0458749968,1.2592671946,1.4230809598,1.8858570304,2.6220679989,0.0509351975,0.6065098574,183.5127344538,176.9275277391,2.4913141213359E-006,0
130_makeup_2,2.01383628479286E-006,0.7936233188,1.4871540558,-2.9122680112,-6.4573507411,-2.5291160274,-8.4946369219,-5.2152101536,-0.194245425,-0.036116201,8.363999512,-3.4583015619,-18.6572582042,-3.0207359703,0.2072045969,0.4382087706,0.7485428253,1.0558393182,1.2591357033,1.4133847059,1.9057758056,2.6250353402,0.0512436452,0.6560715885,186.3108336032,182.8782817391,2.01383628479286E-006,1
130_makeup_3,1.9453821599687E-006,0.7867550726,2.974328195,-0.8035013682,-8.7599399036,-6.9516802606,-10.0720588388,-2.7707042217,-4.4493172923,-5.2427577048,7.5573875509,2.1852142194,-15.4309690212,-1.6305048696,0.1845385203,0.4319414833,0.7594937202,1.0754602785,1.2643809867,1.4295919841,1.8990302971,2.62557,0.0399729696,0.6687363172,198.2321450413,178.7461415915,1.9453821599687E-006,0
130_makeup_4,1.51973480425054E-006,0.701296093,1.3135225117,-3.1010098344,-5.962940535,-3.9939110618,-7.4118383056,-4.4471423191,2.1297606963,1.7509838516,9.0940044853,0.2168039043,-13.6712143315,0.2189377248,0.1929942949,0.4448737296,0.7493324211,1.0603112007,1.2655782997,1.4096816028,1.8607122944,2.618582,0.0387871534,0.6107054443,177.3654164912,170.1475098606,1.51973480425054E-006,0
130_makeup_5,0.000003689,0.9034158803,3.3162745434,-5.2212181688,-6.8162422187,-4.0737423661,-7.8934493682,-7.9870948828,-3.0174664401,-1.7061731091,11.0215347715,3.7807790875,-16.6627815829,-1.7810058923,0.1885525373,0.4103163514,0.7259475751,1.0456635784,1.2655143426,1.4487933537,1.9239509069,2.6300029734,0.0407455582,0.6555625492,166.8289008432,164.4839963415,0.000003689,1
130_makeup_6,3.7120993349633E-006,0.8128874853,3.8877453667,1.2393378222,-7.359294064,-2.8617660051,-11.9783288456,-5.7721457764,0.6984004186,-3.9838278006,5.3010834549,-0.3641696997,-14.3323109824,-4.4751639006,0.1907422009,0.4352651053,0.7803670623,1.0778493174,1.2838402105,1.4446188826,1.927267498,2.6281631822,0.0481351928,0.6422347866,184.9057,182.7055125506,3.7120993349633E-006,0
131_makeup_1,1.29751611586766E-006,0.6534599103,2.9510063053,4.5729252928,-8.5446686416,-5.0762700263,-2.092761843,3.780457584,-3.610452945,-0.8500167652,5.506368287,2.4633322944,-7.8186397916,-3.2073893518,0.177039313,0.4425780043,0.8176013792,1.0911212669,1.2702043285,1.421627942,1.8655768961,2.6196031763,0.0429636348,0.598728608,180.4092339713,169.4041172222,1.29751611586766E-006,0
131_makeup_3,2.511851029048E-006,0.8685068854,3.5628110807,0.8847850211,-3.5493607811,-2.1308943507,-13.3800767823,-0.35024308,1.5712453158,-2.2850028823,2.5851348868,-0.0396468446,-16.4290105252,-5.9182081841,0.1804395236,0.4343360075,0.7709524331,1.0764100684,1.2625299426,1.4325465911,1.896792274,2.6186511836,0.0411932505,0.6562924492,173.9400616471,162.0626274749,2.511851029048E-006,0
131_makeup_4,2.84372466080751E-006,0.8774176165,3.0564929752,-6.5819256156,-3.3159245605,-4.522647276,-15.7445830638,-7.0926774239,1.6005443992,-2.1229383092,10.6675436136,6.359262432,-16.2888336685,-0.2306440083,0.1905687361,0.4019988543,0.6937279902,1.0338172658,1.2472103665,1.4294902883,1.9370896916,2.6309477318,0.0381539429,0.6400571373,175.465283066,168.9239625587,2.84372466080751E-006,1
131_makeup_5,1.53335989040632E-006,0.7148084723,2.9476760608,0.0685365305,-4.6324618099,0.0970608748,-9.7267601542,-6.0689405659,-0.3143536966,1.7682790535,9.8829162621,2.6618119245,-13.527458365,-4.3875504598,0.1857648796,0.4329180595,0.7630253845,1.0621955227,1.2601008,1.4057053387,1.8452546213,2.6106699973,0.0370528868,0.6209801967,172.0647821101,169.1514715733,1.53335989040632E-006,0
131_makeup_6,2.6244875202756E-006,0.8170791435,0.9437036393,-4.2642242164,-2.9178617695,-1.7997504895,-19.541112116,-1.7702501812,-0.2839224208,-2.7745255939,7.7449674452,6.068987222,-16.4804923713,-2.71288466,0.2118163259,0.4397808137,0.7385334355,1.0699441425,1.2538015166,1.420637751,1.8620258631,2.614696168,0.0542748379,0.5999973649,193.5923896,173.8252429046,2.6244875202756E-006,1
132_makeup_1,4.01446528071536E-007,0.4705769063,-1.4359701007,8.5365133524,-1.10923965,-0.5088019034,3.444902563,9.8527736091,5.6942312134,4.6835644742,9.2162778616,-0.1903591004,-4.7755252228,1.5554766735,0.1750425572,0.5363272579,0.8159001858,1.0769136701,1.2565945984,1.3759078937,1.7317659764,2.608195,0.0327274933,0.5196297504,182.81194875,168.6745512205,4.01446528071536E-007,0
132_makeup_2,3.02175247745598E-006,0.9117940129,2.7401578702,-1.3937591849,-4.6473324539,-1.7610876051,-12.5803314029,-4.037647335,0.1432375025,-1.7220476694,8.8534685715,2.3165374888,-17.3157303893,-1.9397018574,0.1884321259,0.4429328498,0.7474286624,1.0584172792,1.2576063916,1.4307726101,1.9202863724,2.6267509143,0.0455734212,0.6592206664,191.4689293651,187.7521361364,3.02175247745598E-006,0
132_makeup_3,1.51489613702671E-006,0.7571227728,2.8076529082,0.3730630697,-1.1036241834,-0.5252351313,-9.9280718542,-6.8391428773,-1.6844838289,4.105902924,12.5505162687,6.7535667132,-14.5066727556,1.5171626367,0.1847501455,0.4240911224,0.7551291241,1.0490096744,1.2588177735,1.4007297353,1.8776411824,2.6197549176,0.0353874467,0.5812037409,174.5731017241,153.3157435882,1.51489613702671E-006,1
132_makeup_4,2.95068733232876E-006,0.7786051455,5.1945252235,-1.2678539692,-6.1660575334,1.2765325128,0.1216807595,1.5485725719,2.1827979704,7.3147531693,8.806154609,-1.380623224,-10.1288064165,2.5806284115,0.1643190608,0.4335484527,0.7491487663,1.0724459725,1.2627394734,1.4427074615,1.872713284,2.6275862485,0.0260022423,0.5715909104,174.0331891026,168.2813878698,2.95068733232876E-006,0
132_makeup_5,2.90836329930115E-006,0.8856656029,4.5395566713,-1.0887213699,-5.6044303847,-2.5068295914,-6.6440797807,-5.9612113058,-2.3116027444,0.3407078667,12.8631432721,2.0814241626,-17.3639403657,0.199772952,0.1806051053,0.422378387,0.7433620279,1.0572842336,1.2548633721,1.4315027849,1.9174710803,2.6248658418,0.0384220137,0.620235208,175.8071524017,171.5798109394,2.90836329930115E-006,0
132_makeup_6,4.06151819065081E-007,0.4996862814,-3.3361519643,5.1407956867,-2.8890805138,4.510952368,-2.1955239837,3.776213504,7.0170388806,5.5003259493,9.615073001,2.5965154898,-5.1638292807,0.6516262264,0.2220853385,0.5376218683,0.83674799,1.0822919013,1.2574229676,1.3839077573,1.7898788754,2.6034575987,0.0523065953,0.4850102838,171.7208666667,171.4105183495,4.06151819065081E-007,0
132_makeup_7,3.95949182837384E-007,0.4927775283,-1.2295653726,1.8525333536,-3.2306338169,4.1601324297,-6.0893497334,-1.7956360018,2.3320991204,5.6517721918,12.365910785,3.9130617374,-8.0820821146,3.2167890117,0.2121480414,0.4794565022,0.8032455434,1.0740539991,1.2518223877,1.3810798985,1.8032781969,2.6136399785,0.0437352679,0.5044749991,195.417664,182.4900927077,3.95949182837384E-007,0
132_makeup_8,1.96236129520874E-006,0.7409935981,3.2828191579,0.3853145528,-4.292936286,-1.1503589736,-8.1460553183,-3.061905456,0.9668929701,2.567591579,11.3308087798,0.1993946214,-11.6378975773,0.6939479379,0.1730584344,0.4322118669,0.7576111944,1.0673512545,1.2525534463,1.408752548,1.8578833418,2.6113796441,0.0312475988,0.6113806028,184.5600217391,184.6815795763,1.96236129520874E-006,0
132_makeup_9,5.11785474008498E-007,0.540968685,0.1100104887,5.1093085988,2.0677080255,0.2187101723,-6.494244701,2.6857506967,0.2761149237,3.7565543789,8.7977246472,-6.2881433418,-6.7535583241,-0.8757919427,0.1895824908,0.4886931859,0.7833323595,1.078164277,1.2567659864,1.3857411795,1.7922131068,2.6116371773,0.0293517683,0.5287311261,177.8403875,165.1074473409,5.11785474008498E-007,0
133_books_1,2.54687322225187E-006,0.9241646471,-9.258446901,-16.8546896211,-9.1744657578,-11.6482080518,-7.1242205927,-9.0714065119,-18.8746051006,-5.1811697436,-8.2179580319,1.4007597245,-13.1511558369,-10.8409236067,0.258829354,0.4557278664,0.7020416601,0.9508649039,1.2493439554,1.4236940104,1.9264704479,2.6153241086,0.0788825405,0.6788906853,288.6249084967,279.2278722917,2.54687322225187E-006,0
133_books_2,2.97907777022826E-006,0.9713020832,-10.6692196923,-12.0687954316,-10.1662495766,-10.7720394915,-4.1236359437,-8.9511308655,-17.7846931269,-8.9492138514,-11.3135733653,-2.8917676317,-11.6782214488,-13.0958782147,0.2722100903,0.470585721,0.7219406853,0.9669354913,1.2474131135,1.3949542995,1.8694427488,2.6035465121,0.0816131675,0.6445593616,219.0891848148,218.0655325604,2.97907777022826E-006,0
133_books_3,3.96657234600988E-006,1.1267164108,-9.4814283299,-9.4306353475,-3.0743259944,-12.7998913096,-15.5052177674,-9.1464142517,-18.6860105919,-10.3442011311,-11.1651626597,-1.7478134747,-12.8546389702,-14.4497295203,0.2707020223,0.468024468,0.7030307645,0.9651567209,1.2499281427,1.4053630436,1.8281763953,2.6016877616,0.0639693032,0.6763122869,200.5744489712,193.6552711628,3.96657234600988E-006,0
133_books_4,3.61988815457098E-006,1.0576453459,-6.6914895542,-11.9072160249,-4.3179895167,-10.1356056592,-11.4473965025,-7.2795198506,-19.9653826744,-12.2754374831,-6.2910130612,-2.3945497165,-12.20227075,-15.5823225875,0.2540642776,0.4319613013,0.6869536461,0.955984469,1.2529068495,1.4283755924,1.8990392382,2.6091765415,0.062411649,0.6909585083,208.4785248764,200.7022574526,3.61988815457098E-006,0
133_books_5,2.49924274118047E-006,0.8540022939,-11.3259062655,-13.4396262501,-7.8685361667,-8.4444974992,-9.7299641924,-6.2206447696,-14.2972168877,-9.4760883378,-5.4581643187,-2.2391756965,-9.7059213644,-7.4937877536,0.2776972074,0.4610420382,0.7251379975,0.9712595443,1.2474218193,1.4018999404,1.827295141,2.5969593122,0.0761456468,0.567012184,247.5599435606,241.6073369158,2.49924274118047E-006,0
134_makeup_1,5.18121411623287E-006,1.1064409531,-7.5025891173,-9.1079147806,-8.350192462,0.3214372611,-23.0755898926,-42.0131854779,-11.2668937876,-14.4522619573,-3.9050696934,-3.3795981189,-12.6480783054,-12.1949167519,0.2364182921,0.3866050658,0.6898415685,0.8901436976,1.1209776312,1.5005099583,2.0707664185,2.6491015054,0.064263144,0.7058190998,188.6451619385,185.4106501993,5.18121411623287E-006,1
134_makeup_2,4.02472259929481E-006,1.0180001288,-9.7918658408,-1.2088791546,-2.5553258624,-1.3531581959,-30.5901198439,-43.5226040362,-2.9173101776,-23.8711615776,2.6158161258,5.1109935416,-16.2191760971,-7.1998149071,0.2365222697,0.4310328481,0.7159256327,0.8749279156,1.1102466377,1.4561808494,2.0621352439,2.6416904448,0.0562714712,0.730960265,183.5355510676,174.8058705882,4.02472259929481E-006,1
134_makeup_3,2.89751835171663E-006,0.9173115433,-7.2568583879,-2.5237142159,2.7983591424,-1.5973154612,-24.4977133425,-40.7609152066,-7.9215643739,-16.1995891346,3.5897041588,3.4509788023,-11.4286065962,-9.7549916502,0.2292026552,0.4158905618,0.6907406898,0.8826552434,1.1400379644,1.4931249186,2.0709033969,2.6535974835,0.0552598867,0.7003563462,170.2783391803,164.0654865903,2.89751835171663E-006,1
134_makeup_4,4.53559687159364E-006,0.9818586032,-9.4096413239,-1.0469121738,-6.1051322044,-6.0937624118,-25.4790103218,-36.7509071572,-8.5576935385,-23.2946018108,-1.4456008413,-1.4115605943,-15.5204627613,-11.5562633409,0.2335677364,0.4165332072,0.7365376086,0.8963619451,1.1382296551,1.5026321737,2.0827460829,2.6470146379,0.0655934765,0.6828449758,195.4262984375,180.9493191827,4.53559687159364E-006,1
137_books_1,5.02741897340461E-006,1.1631606308,2.1536218509,-8.2681873315,-10.9075578128,-14.5848095253,-9.6552426664,-1.2242296903,-9.4283182089,5.5355209462,7.4244726051,1.2945405555,-11.5415268548,-1.6518303448,0.1867981114,0.4387493793,0.731687977,1.0633766502,1.3445482442,1.4486272166,1.9070260922,2.6138220922,0.072617203,0.7110197737,230.2657540881,216.9297658525,5.02741897340461E-006,1
137_books_2,4.0657458947195E-006,1.0602285396,2.849867975,-6.2844265289,-10.5011216637,-11.9461847914,-2.2032002023,0.5173960925,-11.0037949486,3.7313216342,5.500227596,3.4420597349,-5.0834253629,-1.6349280718,0.1820567919,0.4189059332,0.710792511,1.0426160201,1.3325241313,1.4453909477,1.9089907396,2.6148342711,0.0483826498,0.7021123507,209.8396224234,205.2330996798,4.0657458947195E-006,1
137_books_3,3.96452134635874E-006,1.0349591761,3.0830334698,-5.8684101198,-9.9754828496,-10.9923853233,-3.3818309248,3.4915979245,-7.9376536181,1.8091012636,3.893539522,4.6712579422,-2.6474369511,-0.4995622099,0.1686239326,0.4095414434,0.7065935998,1.0247315274,1.3252605184,1.4389416674,1.9043812786,2.6268651425,0.0376275976,0.7264396,216.8654276596,210.5287252268,3.96452134635874E-006,1
137_books_4,0.00000428,1.1026330267,4.2546877373,-4.1281986401,-13.9710374291,-13.0177636454,-1.9632267821,1.2011503692,-12.6815882016,1.6297340089,5.0271099996,4.5071889374,0.6005925245,1.1679622149,0.1634606452,0.4034380549,0.7218065898,1.0253196498,1.3197027255,1.4378700149,1.9133699638,2.6201426426,0.040653151,0.7171977728,192.3438469657,188.5913716596,0.00000428,1
137_books_5,5.0558154634929E-006,1.1211118474,4.3468991504,-11.9781958206,-11.5711016286,-14.4217533403,-3.587239366,1.130404627,-11.6329307216,4.1314995245,0.7720194261,2.4624821365,-5.1967046035,-1.1788394151,0.1800535717,0.3902175913,0.6690645051,1.0162093516,1.3378661164,1.4560906239,1.9492939045,2.6286160687,0.0474093728,0.7208305027,193.956443609,186.9780407761,5.0558154634929E-006,1
137_books_6,5.51005505691847E-006,1.1585814545,1.3476257349,-6.5216550072,-9.1281431761,-14.5487256955,-12.2794461715,4.1769545302,-7.5859016837,0.712850159,5.5576707456,5.9600281034,-1.6405808711,4.8877368023,0.1867548526,0.4518046394,0.7179724214,1.0580301845,1.3382653459,1.4394099828,1.8991372567,2.6114853959,0.0595260909,0.6874329734,207.5665865044,200.6619988732,5.51005505691847E-006,1
138_books_1,0.000000386,0.5222743047,11.6619002381,-4.5351509783,-4.891752554,-0.007898137,-14.6296687592,-14.231212652,-4.384935279,-7.6923661887,-0.5569065083,-10.7577544521,-7.2124694856,-9.7046883744,0.1314719184,0.3100024464,0.6175953063,0.9073988476,1.1531664075,1.8015807308,2.2793558942,2.7178998077,0.0240798696,0.8160481482,181.8878566416,179.1927810096,0.000000386,1
138_books_2,4.56447989593849E-007,0.5655892054,14.6206907364,-7.0826615495,-8.6057944067,-0.1959009271,-17.5711422428,-16.3874193563,-3.9929001029,-8.1967280283,-1.6939604278,-12.1347573885,-7.1143084598,-7.9093787072,0.1269857168,0.2852542207,0.6058433822,0.9165044395,1.1975013037,1.8189791675,2.2736079005,2.7183301885,0.0200524032,0.8076715065,181.2349109551,177.0531860471,4.56447989593849E-007,1
138_books_3,2.79751538569217E-007,0.4344641588,6.9251556612,-6.8009870855,-5.1349738816,2.4607768742,-14.6018485814,-12.9779881811,1.9853254299,-1.0220289531,4.8644952368,-4.7666159887,-1.6039647025,-4.5697289732,0.1517591238,0.3398179674,0.6297436814,0.9025848913,1.1068741136,1.7574825909,2.274843483,2.7149604015,0.0165045743,0.802733657,171.2965589041,169.5531711742,2.79751538569217E-007,1
138_books_4,5.20441630931024E-007,0.5382838984,9.3862855174,-12.5568588326,-0.8009313757,0.2085737361,-14.5738497845,-11.4286713534,-8.7773953166,-10.9688077256,-6.085638178,-15.8601630067,-3.5778250409,-5.9080296962,0.1568157091,0.3150681354,0.5690062205,0.8874675504,1.1631872909,1.787156815,2.2691861181,2.7124147559,0.0234899812,0.7791575776,167.6597231111,165.0256908661,5.20441630931024E-007,1
138_books_5,0.000000431,0.5686672411,11.6803450953,-7.5576961061,3.2848324001,1.0337123809,-23.612124358,-14.7411991639,-3.916642174,-11.8300938142,-3.3572044251,-11.5853886933,-5.325421079,-7.8889652028,0.1328822407,0.3229238565,0.5531554315,0.8906245224,1.1497411363,1.7865206847,2.2634484924,2.7113827437,0.0196092519,0.8107762506,173.3589034409,170.9184241315,0.000000431,1
138_books_6,3.78465788026299E-007,0.5445314984,12.6452810804,-6.8968414097,-4.3508682256,0.4564085905,-12.5221135558,-11.3525374049,-4.8718398572,-7.0401771059,-0.6877928252,-11.8076757822,-9.1968773412,-11.9282784281,0.1337166276,0.3004046207,0.5934661478,0.8992971087,1.1539985218,1.7945348793,2.2654576719,2.7130771759,0.0196433967,0.7987589449,173.5621201681,170.7231282415,3.78465788026299E-007,1
138_books_7,4.18330981844247E-007,0.5739934404,11.9801578735,-2.784670811,5.7230476338,2.1922404207,-21.7490425833,-16.2895426904,-7.1413990854,-12.4225672616,-1.793194774,-12.4512482421,-8.5542862522,-7.6612687001,0.1109518,0.3243958982,0.585469547,0.8947503521,1.153419753,1.7944728174,2.2617590776,2.7139187854,0.014886755,0.849985795,178.3543362385,175.223693516,4.18330981844247E-007,1
138_books_8,3.53229119458616E-007,0.5289968193,11.1664706122,-4.0572491912,-0.4094731624,1.9788078593,-16.0378716709,-13.1434175469,-6.3247860835,-9.0902224299,3.5420112413,-9.2216002463,-6.9686326802,-8.2864199075,0.1272159042,0.3197665169,0.6055021338,0.9038222088,1.1446022479,1.7978952304,2.2716986068,2.7166441644,0.0165294204,0.8161496075,169.6080484502,168.02070149,3.53229119458616E-007,1
139_books_1,2.55770841624238E-007,0.4862636679,12.2968209871,0.9784355007,-1.1610375541,-0.4824799511,-14.7778744585,-11.2767836528,-4.5616256823,-9.5293379795,-1.030057706,-13.4583297061,-9.8704286342,-8.4495421407,0.1150912634,0.322107094,0.6305501673,0.9042345998,1.1307848856,1.8037791538,2.276253851,2.7159950889,0.0229400586,0.7808292988,169.0918655526,165.7010322356,2.55770841624238E-007,1
139_books_2,0.000000517,0.6157276679,14.1870866523,-7.4597892488,-6.9021415444,0.3061668598,-18.1636684283,-13.6843750753,1.2576052833,-4.6026413678,-3.6812662636,-15.9472700617,-10.6566740372,-9.7252096872,0.1319209875,0.2860163733,0.5907996883,0.9145001078,1.1737432906,1.8035434,2.2687907556,2.7141198944,0.0172660422,0.8389775856,178.7357642045,174.7665143333,0.000000517,1
139_books_3,4.41636884385779E-007,0.5793755666,14.9167440587,-6.3974964221,-4.6982596471,-1.6296489853,-20.5415030776,-10.8844722113,1.0138816577,-7.3121492449,-0.6347302118,-15.9743353313,-12.1875611945,-8.9986751285,0.120198033,0.2995620798,0.5808006607,0.9001812344,1.1783865129,1.8142447638,2.268711046,2.7160173773,0.0182519507,0.8128653169,178.6310103333,175.6398885276,4.41636884385779E-007,1
139_books_4,2.84879565654768E-007,0.501306457,13.1575305655,0.0151610336,-4.3091703579,-0.4747409697,-14.6102723369,-12.920312875,-2.8201634134,-7.2517080304,-2.1965384856,-14.2977753609,-7.7999442005,-9.246708982,0.1134965686,0.3069183372,0.6374334497,0.9061579189,1.1339940829,1.7984720335,2.269397689,2.7148895793,0.0171732302,0.8260248067,166.1797507987,163.7136189634,2.84879565654768E-007,1
139_books_5,2.71909356362561E-007,0.4279013769,7.7345040702,-4.2243208048,-4.6156418124,-0.2002543433,-11.4734304945,-8.1721799779,1.2276993759,-4.1192454425,0.2019195605,-7.3912981937,-2.8465611256,-9.4395289467,0.1470052182,0.3335732299,0.6316486575,0.904304262,1.1145996552,1.7754901538,2.2739770995,2.7168888869,0.0192523066,0.788796843,173.56071133,169.8743619005,2.71909356362561E-007,1
139_books_6,2.26239992790551E-007,0.4562026434,11.1193729587,-2.8195306009,-6.4344101872,-2.4864496819,-14.2521221255,-8.4005128114,1.6497752776,-5.2959379313,0.5711311977,-9.9160658165,-5.8047193945,-7.8246548815,0.130050397,0.3150762379,0.6288104723,0.9035076161,1.1273894155,1.7837733816,2.2700883983,2.7143325597,0.0187747918,0.7792512465,166.282933371,164.5339069392,2.26239992790551E-007,0
139_books_8,3.13671896465608E-007,0.4958335403,10.0007307528,-0.727667009,1.3169695408,0.6800302551,-20.0790859837,-13.4265065518,-1.2030639406,-9.0062069496,0.8016373839,-8.3405719525,-7.2882378191,-8.818682056,0.1234861955,0.3376641821,0.6133014263,0.9039857317,1.1345627701,1.7947088645,2.2687911461,2.7151206434,0.0157656155,0.837593587,175.7456025641,174.5732563421,3.13671896465608E-007,1
140_books_1,4.45305727519621E-007,0.5054003775,3.6526676482,-27.9574693186,28.1791205863,-42.4534275394,29.4793816505,-40.4501008707,28.3787353912,-19.0525915066,4.1668197457,-6.325624294,-17.2998809514,-1.9675615093,0.2311409868,0.4027454278,0.6151495606,0.7014724473,1.0539020117,1.7915445773,2.2382036215,2.7043174795,0.0686799135,0.6476009915,188.4849052023,179.5105855205,4.45305727519621E-007,1
140_books_4,6.10601855947532E-007,0.5375282008,3.8734370008,-28.5205132235,30.9488555113,-42.814625332,23.9096911693,-38.6985682286,26.7433172336,-20.6059923938,3.1268880209,-6.2360083867,-16.8233552163,0.1678388459,0.2297841698,0.3986527588,0.5999535244,0.6955377425,1.0646621007,1.7973946774,2.2380987106,2.7055365311,0.0578721571,0.6634414219,179.0840203297,173.4585637759,6.10601855947532E-007,1
140_books_5,6.3791459399268E-007,0.5683853459,4.3169492927,-30.1080119038,28.989921295,-39.6572560693,26.7269271902,-35.7811257649,25.5756961702,-22.6196314129,-0.1177779551,-10.9263958073,-19.1114851179,-0.1072899073,0.2189257539,0.384812973,0.5967999757,0.6988779598,1.0777533378,1.8001660863,2.2400851315,2.7059054045,0.0524325466,0.6962416154,191.1729717021,187.4787901556,6.3791459399268E-007,1
141_books_1,1.3786920810173E-006,0.6337104156,5.1011476757,-31.158037775,24.6753014444,-43.8548486851,30.8398549435,-35.1470060234,22.6427722099,-18.7684103728,2.9398146519,-6.2045388727,-14.577389098,0.3918014086,0.2259291731,0.3826633826,0.5981329761,0.7036984195,1.0898237669,1.8054439261,2.2555345763,2.7101770162,0.0635648367,0.673399232,172.8861747159,161.248130487,1.3786920810173E-006,1
141_books_2,1.42648335901789E-006,0.7048184209,5.2663706737,-29.2817316496,27.2551256616,-47.1261935606,20.1732517197,-41.5106658258,24.6816303734,-20.8965218568,-1.2837219621,-6.8074522027,-17.7951442356,-1.0011095237,0.2106512803,0.3802827773,0.5945802953,0.6976894015,1.0595923633,1.7853216648,2.2287120227,2.6972810189,0.0512874682,0.7101239189,176.2231331492,169.0824431439,1.42648335901789E-006,1
